UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
101648, 0,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101648,10,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101648,20,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101648,30,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101675, 0,"R",92,"R",10,"R",8,"R",20,"R",54,"R",0,"R",0
101675,10,"R",92,"R",10,"R",8,"R",20,"R",54,"R",0,"R",0
101675,20,"R",8,"R",7,"R",0,"R",1,"R",0,"R",0,"R",0
101675,30,"R",84,"R",3,"R",8,"R",19,"R",54,"R",0,"R",0
101693, 0,"R",84,"R",16,"R",20,"R",37,"R",10,"R",0,"R",1
101693,10,"R",83,"R",16,"R",20,"R",37,"R",10,"R",0,"R",0
101693,20,"R",8,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0
101693,30,"R",41,"R",8,"R",12,"R",21,"R",0,"R",0,"R",0
101693,40,"R",34,"R",0,"R",8,"R",16,"R",10,"R",0,"R",0
101693,42,"R",34,"R",0,"R",8,"R",16,"R",10,"R",0,"R",0
101693,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101709, 0,"R",142,"R",43,"R",39,"R",53,"R",7,"R",0,"R",0
101709,10,"R",142,"R",43,"R",39,"R",53,"R",7,"R",0,"R",0
101709,20,"R",88,"R",43,"R",38,"R",7,"R",0,"R",0,"R",0
101709,30,"R",49,"R",0,"R",1,"R",46,"R",2,"R",0,"R",0
101709,40,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
101709,41,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
101709,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101736, 0,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
101736,10,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
101736,20,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65
101736,30,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101736,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101736,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101879, 0,"R",250,"R",79,"R",48,"R",90,"R",28,"R",0,"R",5
101879,10,"R",245,"R",79,"R",48,"R",90,"R",28,"R",0,"R",0
101879,20,"R",153,"R",79,"R",44,"R",30,"R",0,"R",0,"R",0
101879,30,"R",54,"R",0,"R",2,"R",52,"R",0,"R",0,"R",0
101879,40,"R",38,"R",0,"R",2,"R",8,"R",28,"R",0,"R",0
101879,42,"R",38,"R",0,"R",2,"R",8,"R",28,"R",0,"R",0
101879,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
101897, 0,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101897,10,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101897,20,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101897,40,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101897,42,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101912, 0,"R",108,"R",19,"R",40,"R",44,"R",2,"R",0,"R",3
101912,10,"R",108,"R",19,"R",40,"R",44,"R",2,"R",0,"R",3
101912,20,"R",16,"R",10,"R",5,"R",1,"R",0,"R",0,"R",0
101912,30,"R",72,"R",9,"R",29,"R",31,"R",2,"R",0,"R",1
101912,40,"R",20,"R",0,"R",6,"R",12,"R",0,"R",0,"R",2
101912,42,"R",19,"R",0,"R",6,"R",11,"R",0,"R",0,"R",2
101912,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
101949, 0,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
101949,10,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
101949,20,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101949,30,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101949,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101949,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101994, 0,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101994,10,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101994,20,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101994,30,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
102030, 0,"R",91,"R",0,"R",0,"R",0,"R",0,"R",0,"R",91
102030,10,"R",91,"R",0,"R",0,"R",0,"R",0,"R",0,"R",91
102030,20,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
102030,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
102030,40,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
102030,42,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
102030,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102049, 0,"R",307,"R",101,"R",91,"R",96,"R",19,"R",0,"R",0
102049,10,"R",307,"R",101,"R",91,"R",96,"R",19,"R",0,"R",0
102049,20,"R",160,"R",95,"R",62,"R",3,"R",0,"R",0,"R",0
102049,30,"R",70,"R",1,"R",21,"R",48,"R",0,"R",0,"R",0
102049,40,"R",77,"R",5,"R",8,"R",45,"R",19,"R",0,"R",0
102049,42,"R",19,"R",2,"R",2,"R",8,"R",7,"R",0,"R",0
102049,43,"R",58,"R",3,"R",6,"R",37,"R",12,"R",0,"R",0
102058, 0,"R",53,"R",1,"R",0,"R",6,"R",41,"R",2,"R",3
102058,10,"R",51,"R",1,"R",0,"R",6,"R",41,"R",2,"R",1
102058,40,"R",51,"R",1,"R",0,"R",6,"R",41,"R",2,"R",1
102058,42,"R",39,"R",1,"R",0,"R",3,"R",32,"R",2,"R",1
102058,43,"R",12,"R",0,"R",0,"R",3,"R",9,"R",0,"R",0
102058,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102067, 0,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93
102067,10,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93
102067,20,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71
102067,30,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22
102076, 0,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
102076,10,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
102076,20,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
102076,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
102094, 0,"R",758,"R",193,"R",183,"R",259,"R",121,"R",2,"R",0
102094,10,"R",758,"R",193,"R",183,"R",259,"R",121,"R",2,"R",0
102094,20,"R",271,"R",150,"R",115,"R",6,"R",0,"R",0,"R",0
102094,30,"R",119,"R",7,"R",16,"R",96,"R",0,"R",0,"R",0
102094,40,"R",368,"R",36,"R",52,"R",157,"R",121,"R",2,"R",0
102094,42,"R",368,"R",36,"R",52,"R",157,"R",121,"R",2,"R",0
102234, 0,"R",79,"R",12,"R",36,"R",25,"R",6,"R",0,"R",0
102234,10,"R",79,"R",12,"R",36,"R",25,"R",6,"R",0,"R",0
102234,20,"R",43,"R",12,"R",31,"R",0,"R",0,"R",0,"R",0
102234,30,"R",26,"R",0,"R",5,"R",21,"R",0,"R",0,"R",0
102234,40,"R",10,"R",0,"R",0,"R",4,"R",6,"R",0,"R",0
102234,42,"R",10,"R",0,"R",0,"R",4,"R",6,"R",0,"R",0
102261, 0,"R",6,"R",2,"R",1,"R",3,"R",0,"R",0,"R",0
102261,10,"R",6,"R",2,"R",1,"R",3,"R",0,"R",0,"R",0
102261,40,"R",6,"R",2,"R",1,"R",3,"R",0,"R",0,"R",0
102261,42,"R",6,"R",2,"R",1,"R",3,"R",0,"R",0,"R",0
102270, 0,"R",54,"R",6,"R",19,"R",26,"R",2,"R",0,"R",1
102270,10,"R",53,"R",6,"R",19,"R",26,"R",2,"R",0,"R",0
102270,20,"R",20,"R",4,"R",14,"R",2,"R",0,"R",0,"R",0
102270,30,"R",33,"R",2,"R",5,"R",24,"R",2,"R",0,"R",0
102270,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102298, 0,"R",42,"R",7,"R",14,"R",13,"R",8,"R",0,"R",0
102298,10,"R",42,"R",7,"R",14,"R",13,"R",8,"R",0,"R",0
102298,20,"R",9,"R",5,"R",4,"R",0,"R",0,"R",0,"R",0
102298,30,"R",33,"R",2,"R",10,"R",13,"R",8,"R",0,"R",0
102313, 0,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
102313,10,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
102313,20,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
102313,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102313,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102313,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102368, 0,"R",551,"R",66,"R",136,"R",205,"R",5,"R",130,"R",9
102368,10,"R",551,"R",66,"R",136,"R",205,"R",5,"R",130,"R",9
102368,20,"R",193,"R",59,"R",81,"R",50,"R",2,"R",0,"R",1
102368,30,"R",81,"R",1,"R",1,"R",4,"R",0,"R",75,"R",0
102368,40,"R",277,"R",6,"R",54,"R",151,"R",3,"R",55,"R",8
102368,41,"R",277,"R",6,"R",54,"R",151,"R",3,"R",55,"R",8
102377, 0,"R",264,"R",53,"R",47,"R",108,"R",35,"R",11,"R",10
102377,10,"R",255,"R",53,"R",47,"R",108,"R",35,"R",11,"R",1
102377,20,"R",82,"R",41,"R",32,"R",7,"R",1,"R",0,"R",1
102377,30,"R",80,"R",4,"R",4,"R",61,"R",10,"R",1,"R",0
102377,40,"R",93,"R",8,"R",11,"R",40,"R",24,"R",10,"R",0
102377,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102377,43,"R",92,"R",8,"R",11,"R",39,"R",24,"R",10,"R",0
102377,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
102395, 0,"R",7,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0
102395,10,"R",7,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0
102395,40,"R",7,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0
102395,41,"R",7,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0
102429, 0,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114
102429,10,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114
102429,20,"R",87,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87
102429,30,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
102429,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102429,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102553, 0,"R",732,"R",113,"R",141,"R",230,"R",62,"R",0,"R",186
102553,10,"R",548,"R",113,"R",141,"R",230,"R",62,"R",0,"R",2
102553,20,"R",236,"R",109,"R",124,"R",3,"R",0,"R",0,"R",0
102553,30,"R",150,"R",2,"R",11,"R",136,"R",1,"R",0,"R",0
102553,40,"R",162,"R",2,"R",6,"R",91,"R",61,"R",0,"R",2
102553,41,"R",48,"R",1,"R",3,"R",35,"R",9,"R",0,"R",0
102553,42,"R",109,"R",1,"R",3,"R",54,"R",51,"R",0,"R",0
102553,43,"R",5,"R",0,"R",0,"R",2,"R",1,"R",0,"R",2
102553,50,"R",184,"R",0,"R",0,"R",0,"R",0,"R",0,"R",184
102614, 0,"R",540,"R",97,"R",123,"R",152,"R",33,"R",0,"R",135
102614,10,"R",408,"R",97,"R",123,"R",152,"R",33,"R",0,"R",3
102614,20,"R",205,"R",94,"R",111,"R",0,"R",0,"R",0,"R",0
102614,30,"R",96,"R",2,"R",7,"R",87,"R",0,"R",0,"R",0
102614,40,"R",107,"R",1,"R",5,"R",65,"R",33,"R",0,"R",3
102614,42,"R",76,"R",1,"R",5,"R",51,"R",19,"R",0,"R",0
102614,43,"R",31,"R",0,"R",0,"R",14,"R",14,"R",0,"R",3
102614,50,"R",132,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132
